m1,m2,dt,dtheta,strength_ratio,label
Gamma,Optical,-282.4091025770467,11.359079168360358,0.4941128147488156,0
Gamma,Optical,-211.95836582806078,11.468492938038517,0.267737927891512,0
Gamma,Optical,-66.36785547068575,15.379637474831224,1.04532918401871,0
Gamma,Optical,-118.27735530451173,11.686028520391181,0.7521724439719574,0
Gamma,Optical,-259.7551790391444,12.084427656322061,0.6647858276813763,0
Gamma,Optical,116.69309253776737,11.994418168337543,1.0428203783168737,0
Gamma,Optical,131.63163425395032,7.197568286104205,0.6897215039567546,0
Gamma,Optical,271.632775989332,17.12163931896837,1.0899545408873361,0
Gamma,Optical,-108.04838878826922,1.8412544769450372,0.7004681296181726,1
Gamma,Optical,49.88578099978622,17.873274000387692,0.8372901709171854,0
Gamma,Optical,240.44374401972163,0.3718699986215047,0.9562852243044643,1
Gamma,Optical,-104.9082137423793,17.27394064145013,0.7861927929570504,0
Gamma,Optical,-7.9571917369139555,15.08757639334472,0.7925332170681231,0
Gamma,Optical,-231.9811855026055,11.894879680992196,0.7359474244218347,0
Gamma,Optical,-225.08692524209619,19.79184627799128,0.6145124412191779,0
Gamma,Optical,-57.93798764515668,10.432246924184792,0.5632800812505441,0
Gamma,Optical,30.71567095354112,11.46108471655092,0.12929150405986672,0
Gamma,Optical,83.13952819237966,1.1587278246602946,0.7423552915762891,1
Gamma,Optical,-119.4125134361384,16.795803579944355,0.606821609386252,0
Gamma,Optical,42.08912791383773,2.1353918872239523,0.6815613311834631,1
Gamma,Optical,-182.66437733831117,19.67711447506163,0.5845170543052891,0
Gamma,Optical,117.53128682082388,1.8005960398387155,0.7344437278972521,1
Gamma,Optical,186.33115576927776,12.561725488742947,0.9648032076666562,0
Gamma,Optical,-253.39224495107192,19.021299308476838,1.2185362183656534,0
Gamma,Optical,-293.21005454915576,18.74571352510449,1.8193737729102812,0
Gamma,Optical,-125.21352510915312,18.58682403883657,0.8270586111964356,0
Gamma,Optical,-124.3494458491914,16.443991712632197,0.8024094403947851,0
Gamma,Optical,-16.889002664363943,14.490830279676231,0.713558984287666,0
Gamma,Optical,54.57012911919446,7.013350371114636,0.8229320550494466,0
Gamma,Optical,135.51231503571034,17.631182325409547,0.7371307866647011,0
Gamma,Optical,-237.61219888398773,0.9099897570561558,0.9070935844177639,0
Gamma,Optical,69.35623818394379,12.282098231115873,0.6831023060769849,0
Gamma,Optical,218.24819767131703,13.254286642543303,0.9559589922930108,0
Gamma,Optical,44.87992949837644,2.0253712735020453,0.7822477640885355,1
Gamma,Optical,230.40908312838292,12.303925680330858,0.9689687005398078,0
Gamma,Optical,235.43694560110816,11.850544942641987,0.8762454858183886,0
Gamma,Optical,25.740558998310007,15.025979706627794,0.7268010701312857,0
Gamma,Optical,-117.60063202871243,18.942067754570825,1.5196249301651936,0
Gamma,Optical,-78.93409417766088,7.195495342247281,1.2846143978478775,0
Gamma,Optical,221.85548005904275,7.69487883514599,0.6472861146063541,0
Gamma,Optical,155.28931211966847,15.618274106977005,1.037171446304465,0
Gamma,Optical,-98.71213996167353,18.93631934123619,0.9480194569592097,0
