event_id,messenger,time,ra,dec,pos_err,strength,duration,label,source_id
Gamma_bg_00004791,Gamma,338278.05932678544,26.922215806698382,-13.52530213589066,9.881991738371799,13.444484523019995,1.6824161961936046,0,
Gamma_bg_00004823,Gamma,363354.4101851005,65.91916701588704,32.80061565631727,3.268576671269254,17.36089851938277,0.6499970978641977,0,
Gamma_bg_00002825,Gamma,239441.72017799597,279.3062988393266,7.858305785181634,2.1956552746298366,12.875663663320179,1.4256324843209025,0,
Gamma_bg_00008154,Gamma,130711.91737757741,24.903991612309298,-52.53120465970675,3.825203447793064,6.0164712934260205,1.8653871207778419,0,
Gamma_bg_00001631,Gamma,339770.95869841595,114.57389580803574,-59.23039271696469,4.620239267342016,11.179067656707726,0.46894200877123127,0,
Gamma_bg_00002114,Gamma,396153.20831867907,108.9884490721833,-68.6838572470859,3.1514570055796605,19.626158349989456,1.3471884616970329,0,
Gamma_bg_00002271,Gamma,501947.54335821414,58.86582567457734,-23.51013835539761,7.141357285335831,12.764581672464015,2.0677932232281124,0,
Gamma_bg_00004845,Gamma,263432.57648942363,28.3962159595499,-48.97558073066753,4.274274265354264,16.5632675376619,1.752765372926719,0,
Gamma_bg_00003039,Gamma,417398.25681146653,284.1644814816592,17.437980780605614,9.188727340836014,20.295909604704043,3.2060944566355265,0,
Gamma_bg_00001409,Gamma,424570.2481240887,13.604226683577663,2.0879196667933795,3.0961546666932636,15.091822381527585,7.750686897866653,0,
Gamma_bg_00000434,Gamma,467798.2826895157,226.10768041190556,-71.8414297114961,8.663053426963485,9.519001938349135,1.6009129468445427,0,
Gamma_bg_00002712,Gamma,468632.5269010493,9.194938489216021,-53.95338403174143,3.2613467191743384,16.080701737577076,2.6560604099964658,0,
Gamma_bg_00007238,Gamma,517521.3649182619,267.70491088282677,26.350471991358763,5.796166989063645,15.835381401847327,1.5827464830338565,0,
Gamma_bg_00001077,Gamma,540100.244991274,192.6714144699315,-38.71664351930297,7.793409006310845,17.38425726225876,16.48677466519753,0,
Gamma_bg_00008491,Gamma,224668.1316961048,95.95623762120333,38.01199432099042,6.675221078617562,23.933738372464695,3.7709684520266817,0,
Gamma_true_SRC_0000365,Gamma,233504.4091528294,13.84710844826338,18.726279530158916,4.642370919644769,11.159131233125994,2.1487561914345674,1,SRC_0000365
Gamma_bg_00003327,Gamma,487267.41805624595,21.811093801680226,-63.77330082624831,6.498808002481049,24.898406931242278,2.687512447271063,0,
Gamma_bg_00001250,Gamma,578087.1894709313,213.23601238694906,64.3235431372099,5.713338708650858,6.607558335728644,0.8459805137093921,0,
Gamma_bg_00002458,Gamma,172201.7018899363,114.54922401414035,81.37485537676035,6.653901812692366,17.796045566864027,0.29104949979889705,0,
Gamma_bg_00002137,Gamma,33442.515747792815,241.94623998843602,59.33231993111925,0.29635726478827706,18.76962134725082,16.39113439073986,0,
Gamma_bg_00000190,Gamma,538149.0128051217,299.43126728276627,-68.10765579334931,3.364449912501225,10.168988910778085,1.9310644921433942,0,
Gamma_bg_00004643,Gamma,126455.75169081987,1.0110956720557862,27.292306501410952,7.274628068291083,11.835367684132827,3.942042040563996,0,
Gamma_bg_00000660,Gamma,112659.00201312738,50.38350537302988,-27.405417224870764,7.134313177201836,20.953534616668716,1.4822730096910253,0,
Gamma_bg_00006454,Gamma,478486.6650055937,75.04202873375418,14.495067164444876,0.8204818350539043,19.6273706287045,16.6828023811621,0,
Gamma_bg_00008679,Gamma,74641.27335382836,154.35167653928787,-27.504189510511676,2.9374002912514623,13.000609948154557,4.081410050905376,0,
Gamma_bg_00005404,Gamma,384975.28102370055,76.86115491029177,-23.901237755981853,6.711844947867686,21.89639262243393,3.8571199704405013,0,
Gamma_bg_00002828,Gamma,431539.21749299206,350.49595517902935,18.750222090888702,4.125307830523721,16.859117490684326,5.79168306734286,0,
Gamma_bg_00008095,Gamma,455234.89755146607,164.0192338577358,-12.262372706982157,4.61893056722489,12.91486400161747,2.231185932919531,0,
Gamma_bg_00006361,Gamma,412395.94460532145,130.0776622747405,-59.19282356532595,4.926420698228023,17.16343977058282,1.027578763235457,0,
Gamma_bg_00006111,Gamma,130970.85764145848,108.89715394877759,34.07127138296124,0.8905909356386363,12.339004056639263,8.089710483174485,0,
Gamma_bg_00004750,Gamma,134995.2966519727,301.97129057698265,21.776070733501893,4.43770903779262,18.361477509815618,2.5603441152869326,0,
Gamma_bg_00006496,Gamma,21292.551490849513,65.95095991709057,47.648206120919724,7.65550263996146,18.559156434483054,0.24685759205413094,0,
Gamma_bg_00000804,Gamma,217804.08643896482,122.52547456138264,5.1118531146778885,1.4362350864563709,8.733721553848419,0.5280471147294967,0,
Gamma_bg_00000247,Gamma,327435.16442159825,211.19067814547859,39.27248811127954,5.407831390507727,14.850493941550006,2.847754980502711,0,
Gamma_true_SRC_0000334,Gamma,27818.42144175673,40.541008320850445,-15.707337408855215,4.747340266529475,11.11216154056358,2.531496283999202,1,SRC_0000334
Gamma_bg_00007920,Gamma,47499.06081196044,227.16100975187067,-33.90287254021324,2.3448477725675696,15.183396088775165,5.27144300351933,0,
