m1,m2,dt,dtheta,strength_ratio,label
GW,Radio,-91.25307275884552,19.527970447837717,1.6388028283235931,0
GW,Radio,62.99942839847063,15.306559140864382,1.4586205706061857,0
GW,Radio,292.63330003555166,13.050430008794374,1.9125995255336272,0
GW,Radio,-176.75026495050406,17.668783792701827,1.4202860947640426,0
GW,Radio,50.634727240074426,15.895448320666484,2.174044248099612,0
GW,Radio,23.34483005583752,0.75549409352886,2.14661631005408,1
GW,Radio,92.02141566673527,2.099788264858113,1.4623519401113214,1
GW,Radio,-229.31871985422913,18.056624548041693,1.5140145981861757,0
GW,Radio,-34.32451592996949,10.25211308584544,1.1607040801628612,0
GW,Radio,-99.85769038286526,11.483534693394622,2.442750765352758,0
GW,Radio,-191.5720489876694,3.037295766382002,0.6173728353083353,0
GW,Radio,67.80259639350697,7.776838897785373,1.575729074599293,0
GW,Radio,-41.332960391184315,12.525411323009635,3.2545541901973154,0
GW,Radio,12.166399353300221,4.760293118827946,2.6248010096723653,1
GW,Radio,294.3872353925399,18.49486009644623,1.8089032608834668,0
GW,Radio,-40.85306088809739,17.755369453636675,1.6888062680549591,0
GW,Radio,-298.4677867590872,7.372186413417312,3.0159240476895603,0
GW,Radio,-279.99652842893556,19.198091886486818,2.7353325717301966,0
GW,Radio,-146.73360711103305,17.402902296919045,1.9314392042828872,0
GW,Radio,41.566433666681405,13.629058370958488,1.5991946591400719,0
GW,Radio,-121.11918093485292,4.014247430951717,1.6031781902482762,1
GW,Radio,56.173874288913794,2.4956246841148877,0.8997424808376263,1
GW,Radio,-51.484259983495576,0.7307577908899798,1.522494047404076,1
GW,Radio,62.013786691764835,5.069614099993693,1.412005022456439,0
GW,Radio,63.223355513298884,1.581340406068228,1.728547493657323,1
GW,Radio,149.812674834684,11.264879856469458,0.7589068194131826,0
GW,Radio,40.800864845194155,10.67374332917835,2.7397104391059544,0
GW,Radio,14.73507494200021,11.726262560339,0.9649813161583467,1
GW,Radio,182.99621341298916,17.738012606374387,0.992786106763867,0
GW,Radio,-59.53338084532879,18.648173892938505,2.1617701017362205,0
GW,Radio,-186.2335350112262,11.039946427392229,1.860830307386002,0
GW,Radio,-167.36500247515505,18.872404548477913,8.951607340109673,0
GW,Radio,222.24870396906044,10.807493119911364,3.5764995005262783,0
GW,Radio,-44.16053963312879,5.8096551181783305,2.283333781051005,1
GW,Radio,8.60274478921201,14.724451120042803,1.7305815140005705,0
GW,Radio,-48.8024527055677,14.081138591637202,0.8354502259013177,0
GW,Radio,213.33928203192772,14.785645319771978,1.3478904985644602,0
GW,Radio,13.099107375975564,1.4728295886327247,1.5895713013139043,1
GW,Radio,65.79238653593347,16.241834269875124,1.4420181396607379,0
GW,Radio,157.79175859619863,15.08288709557703,1.5204346704247518,0
GW,Radio,-179.52133237425005,9.723208460554885,2.233108144344203,0
GW,Radio,63.80448821262689,5.428787080157822,1.782991639671598,1
GW,Radio,249.19509386317804,17.536057902695777,1.508956407505241,0
GW,Radio,-64.45360859387438,3.258347826429348,1.3798976994372911,0
GW,Radio,94.69484104355797,1.7041377738137977,1.6437707971174547,1
GW,Radio,-104.24695137981325,10.078089567599651,1.74056876619507,0
GW,Radio,-36.4861906504957,2.601819968506609,1.8179216980259634,1
GW,Radio,11.183372991494252,3.5660586692740934,1.0961750676438555,1
GW,Radio,-75.49295813887147,5.683433541613799,2.366141354222149,0
GW,Radio,-108.6078000292182,17.319314122188768,1.2137983294615915,0
GW,Radio,-4.970240196373197,1.5820205876520774,1.7347437756990038,1
GW,Radio,279.6307503681164,18.271452832366137,6.587630163845371,0
GW,Radio,230.7885411042953,11.078670198182945,1.2019130032191438,0
GW,Radio,238.1378883900761,10.05812731255445,1.4941819714509799,0
GW,Radio,-84.83360517658002,12.524271732340363,1.0426459339594303,0
GW,Radio,1.484170162351802,16.203019395388218,0.8466362786721525,0
GW,Radio,79.45664837880759,9.320427601290245,1.8682888496004517,0
GW,Radio,250.32721613865579,14.077879517747116,4.8296580691984055,0
GW,Radio,-39.04057231754996,8.773508613029154,3.026561932644338,0
GW,Radio,92.43420070270076,15.059604032195786,1.6359439966167892,0
GW,Radio,229.58363928362087,12.304452091597067,1.413085414537942,0
GW,Radio,184.11406105267815,17.53909194927563,0.8151342030205913,0
GW,Radio,182.39576349261915,14.267682706924399,2.1143414671016645,0
GW,Radio,9.767015931472997,16.868507407230044,1.926924951793336,0
GW,Radio,-182.697569726035,12.756195582749664,1.5088795659099092,0
GW,Radio,-59.47699447919149,2.8960171552857505,3.1786209371332346,0
GW,Radio,-119.24211427784758,7.378768477229002,2.7843253203871035,0
GW,Radio,53.35775495640701,9.523349647095566,1.696448023558419,0
GW,Radio,-151.44543243577937,16.853758046538925,1.8099210779390114,0
GW,Radio,34.18112992407987,16.379514126922512,2.2927360046669056,0
GW,Radio,293.8725621973863,16.32294732992543,2.0542600388232795,0
GW,Radio,-200.8040352977696,5.243728590041927,2.2679164611226317,0
GW,Radio,-173.7583667824365,16.778228108886232,1.8934129811852558,0
GW,Radio,80.04416147209122,18.539250040408298,1.3821256275525473,0
GW,Radio,-238.73255020787474,19.13942360193613,1.4995010244601636,0
GW,Radio,-73.13920715110726,19.129251065430807,1.4860004989716675,0
GW,Radio,264.0294705731212,8.331983678968136,1.769118009928919,0
GW,Radio,158.6724857425379,14.4619368772022,1.3385825827834978,0
GW,Radio,49.471563571016304,10.16836547234775,2.5145703077493913,0
GW,Radio,2.5575339320203057,10.912482214513654,2.4250334876124464,0
GW,Radio,29.688585559255444,14.071868625949149,1.9150288935141815,0
GW,Radio,-50.03846629650798,5.444148830677972,0.9679955799227384,1
GW,Radio,-50.47281441639643,3.132897001612024,2.1929008479720804,0
GW,Radio,21.247635361913126,2.1890407196031436,1.5836059298966714,1
GW,Radio,265.3002138520824,19.119214480968786,2.899248240861778,0
GW,Radio,1.2622516906121746,15.174733875539172,1.9992085962959574,0
GW,Radio,-280.21954499236745,18.143591130095253,2.035482400695532,0
GW,Radio,11.960938002099283,13.613461344013997,1.694517979499294,0
GW,Radio,129.7557685916545,8.822750887674552,2.571384484263446,0
GW,Radio,292.2626175917103,10.523332624315156,1.6530283005061805,0
GW,Radio,154.97672754665837,18.459042880142746,1.6113770540753873,0
GW,Radio,-103.4569497476914,14.616425851055867,6.1381797992098175,0
GW,Radio,197.8471853066003,18.117880177338712,1.4910432447434665,0
GW,Radio,-6.05068985291291,6.290605383267279,1.2980269412553862,1
GW,Radio,-32.308640207891585,11.9164338059384,2.6836653308027367,0
GW,Radio,-223.9917041627923,18.56608029876783,1.1157530460714813,0
GW,Radio,-52.18127073987853,1.5960560222126459,2.119657294730018,1
GW,Radio,85.6131070330157,19.634096172005872,1.2627274362530263,0
GW,Radio,-122.83427947448217,16.696336669841415,2.3055396166092628,0
GW,Radio,289.0011032517068,16.69206249707584,0.7181889027957559,0
GW,Radio,84.06645320891403,12.976010346550964,1.8966217461742003,0
GW,Radio,144.89422243984882,17.43132945475942,1.3330521737786014,0
GW,Radio,-267.1397610591084,10.699097282071387,1.340319651532363,0
GW,Radio,-18.788558820437174,4.2218587402541825,2.447288815345112,1
GW,Radio,245.00062433988205,7.843356948121563,3.2320765371968565,0
GW,Radio,205.9881607323332,18.87324153425457,2.74300078694604,0
GW,Radio,36.419582765433006,17.68637040551095,1.507010639044556,0
GW,Radio,-167.56724432535702,9.686271384913127,2.740900767988395,0
GW,Radio,51.648938522906974,1.9916303804360365,2.919274347794615,1
GW,Radio,-242.3548647267744,17.208287958892107,1.241767836801683,0
GW,Radio,55.10156235427712,13.35135977745091,1.1197880740883288,0
GW,Radio,89.65660548117012,19.71920042952258,1.3274685458130646,0
GW,Radio,90.85965460620355,2.9856398623909683,0.9582199364383404,1
GW,Radio,-39.611692229576875,13.152703344292352,1.5595726092295596,0
GW,Radio,92.16572895017453,8.171926894189726,1.6916269959617312,0
GW,Radio,-171.63325993416947,16.041795676267004,1.096390957194205,0
GW,Radio,-120.3375805625401,10.970238130178043,1.1529946153293589,0
GW,Radio,142.6253473573306,11.793200387505381,1.9329193358352186,0
GW,Radio,16.024960758688394,1.4231247838888954,1.3980332946992438,1
GW,Radio,-163.40216447407147,13.208259032023909,1.8003260943544876,0
GW,Radio,9.64945705642458,10.01033675740134,2.862811087302323,0
GW,Radio,84.30404086271301,10.841478772861395,2.6786576059040037,0
GW,Radio,-155.34670990612358,12.432440774582336,1.1297939914885884,0
GW,Radio,-89.25949892622884,11.800442512481098,1.5599941005360074,0
GW,Radio,-112.928336700832,17.387964716450934,1.0793048416236533,0
GW,Radio,-11.343069736263715,0.9524413832525334,2.4488727841971025,1
GW,Radio,-125.87975765072042,14.592680591563093,0.9657105796450026,0
GW,Radio,-15.425090997479856,12.950728319649462,2.1076412502836113,0
GW,Radio,216.34919128197362,19.924040227624122,1.6438664902780138,0
GW,Radio,159.55294614398736,14.43320825862633,1.4645602635800479,0
GW,Radio,-261.1286813557381,13.181590516624343,0.9264869552469748,0
