m1,m2,dt,dtheta,strength_ratio,label
Gamma,Radio,137.61553779349197,14.501758048506627,1.0011195616925996,0
Gamma,Radio,-249.4587515774183,19.329608272228143,1.2501808450979535,0
Gamma,Radio,-172.54223505745176,14.710139182962076,1.4061854088455028,0
Gamma,Radio,-78.04246041708393,14.142762834289686,1.2301598509669351,0
Gamma,Radio,-71.20246113277972,12.723353426201074,0.9224111054150874,0
Gamma,Radio,205.31905317830388,16.386651938701245,1.3861632029028441,0
Gamma,Radio,67.77936262215371,0.19663831960768166,1.4961786886724593,0
Gamma,Radio,-56.72969383216696,2.030106124329583,1.1390013188746195,1
Gamma,Radio,137.75671870389488,17.108050530909196,2.2898691677647394,0
Gamma,Radio,251.3833539600164,17.335903542791723,1.6762967027611042,0
Gamma,Radio,4.189554170501651,19.776986248753772,0.7477167207441684,0
Gamma,Radio,169.76857401558664,16.066397617829026,1.419661830249225,0
Gamma,Radio,-192.53852061080397,15.349496005957594,2.092500783539881,0
Gamma,Radio,-193.62944148468523,17.42311506127189,1.0998054524341585,0
Gamma,Radio,76.95505947308266,2.104429583850395,1.0947801778013608,1
Gamma,Radio,181.89911929731898,14.675200050531698,2.511641920875038,0
Gamma,Radio,28.113262611441314,0.44152464479431486,1.771895876100377,1
Gamma,Radio,-25.34478296697489,18.083409142541502,1.128773099837242,0
Gamma,Radio,-257.15204049380554,17.428404169958483,0.9969337196853256,0
Gamma,Radio,-82.90687468205579,10.319970681857617,1.4539413802249295,0
Gamma,Radio,-184.01167815981898,9.742946932770511,1.2254366989818049,0
Gamma,Radio,74.51428810448851,5.102955451264599,2.1322599522677326,0
Gamma,Radio,-12.976375502712472,1.0942149347361108,1.099881345392742,1
Gamma,Radio,-266.61928354925476,15.979269819623228,1.4267500463801044,0
Gamma,Radio,226.57198330457322,10.149339997609575,1.9849249771071225,0
Gamma,Radio,263.14266429439886,13.161719750039476,0.8276571847996224,0
Gamma,Radio,-177.3816791056015,15.534270753696484,0.7672121583901019,0
Gamma,Radio,-163.0743362577341,19.121408737089098,1.1645962344158292,0
Gamma,Radio,-40.767017975255385,13.656872751445269,1.2678324781799593,0
Gamma,Radio,-31.408767755754525,2.18982705129733,0.884971398146485,1
Gamma,Radio,-55.2697390738449,1.754021330861064,1.9167297413735673,1
Gamma,Radio,-292.5311210558284,19.015339653212127,2.443538028643023,0
Gamma,Radio,-189.62177113158396,18.95524192832868,2.011542444052127,0
Gamma,Radio,-232.3642378001823,17.366277965087576,1.311865309448226,0
Gamma,Radio,-11.141713752542273,14.870319337251152,0.6616435938980855,0
Gamma,Radio,-126.73201762003737,8.949706880970325,0.7736983041123274,0
Gamma,Radio,252.75503138626664,14.253809768449324,1.7817193959962376,0
Gamma,Radio,61.99419882352231,19.881714860170614,0.9739741304981985,0
Gamma,Radio,-260.568481110211,9.755198955749199,0.9921642566470362,0
Gamma,Radio,135.181894263078,1.2248896771443145,0.8001534212219314,0
Gamma,Radio,-152.3621172461426,19.475375942783238,1.7592776732245192,0
Gamma,Radio,-76.87769046972971,15.459985237065919,1.2192753877818614,0
