event_id,messenger,time,ra,dec,pos_err,strength,duration,label,source_id
Radio_bg_00004239,Radio,18808.783525201667,310.65425430884494,-16.488141122241146,0.65944821028928,9.923428114395378,1.906387240998379,0,
Radio_bg_00003860,Radio,531126.1223708283,60.20954028176297,62.3229162273345,0.5647118736974186,14.648599117885631,2.056720372683286,0,
Radio_bg_00000666,Radio,222014.8540164113,206.38983176717332,-6.925235843356722,0.49492392603307,12.02814338963905,0.3673181242206233,0,
Radio_bg_00008088,Radio,90272.86871615311,116.73768144662486,-57.58431660359053,0.3541056177888447,12.246492160476823,1.7489721351035394,0,
Radio_bg_00007373,Radio,564709.6820277658,274.180171752717,-24.626239004952996,0.8011677194716391,8.301751719776071,7.540323755882471,0,
Radio_bg_00004242,Radio,546256.8850258234,115.51553232295032,-6.527654947542245,0.28844922721280164,14.92832767902513,3.127952145378685,0,
Radio_bg_00003008,Radio,211234.60619992868,271.9256431174403,26.234793271389503,0.36351291451899104,11.72893749224398,10.99529093481779,0,
Radio_bg_00005536,Radio,132153.18168345158,218.06575805316825,-14.57352078470938,0.7572915963205293,12.42805004071252,22.466548657088666,0,
Radio_true_SRC_0001592,Radio,77725.39755879172,204.64631533263992,-60.11601625526011,0.5274886420139627,11.147999114858536,1.5097080335758633,1,SRC_0001592
Radio_bg_00005135,Radio,12860.31688879912,290.24463254581707,69.38247565439781,0.28698547424183285,9.6678727064334,1.9610499040205691,0,
Radio_bg_00005786,Radio,595852.5669653491,153.0186600406779,23.784513885403936,0.27228336608820164,9.750360509639396,3.2314808128291723,0,
Radio_bg_00002987,Radio,187385.2637735021,180.98036780288902,-27.86258739336192,0.4516301944028304,10.66445208118018,5.728043884793845,0,
Radio_bg_00004817,Radio,79798.81105358801,96.91786007657372,10.006374827661265,0.35130425243540436,5.1452128122457435,5.623367655892208,0,
Radio_bg_00006388,Radio,563298.0567887682,349.267342411649,-54.57543470459069,0.4770219708986551,14.345388142116782,3.038455818301389,0,
Radio_bg_00004617,Radio,368409.21908046666,211.06798067895406,45.7245405769337,0.5655262224026676,4.801156723617167,0.3647705909216467,0,
Radio_bg_00002883,Radio,389092.2695124719,203.02494763139228,42.81330702497961,0.09370243549698237,11.365437757669984,13.295081785305188,0,
Radio_bg_00005556,Radio,494962.24796679034,3.500921087344424,-29.83144606809805,0.3894743443612673,10.140240331608963,2.5388945107613043,0,
Radio_bg_00002490,Radio,249102.94535950394,53.13333097283742,0.778716700821061,0.28806364604732304,8.932440959511357,15.207018855478385,0,
Radio_bg_00007102,Radio,575713.8234933711,72.82115012412869,22.398800520690035,0.6686550696672959,13.44523332469926,1.798318289236045,0,
Radio_bg_00004754,Radio,514042.3994226454,92.87233621617801,24.083899301145014,0.29276186498799084,9.680848620061314,3.9955150995093107,0,
Radio_bg_00000898,Radio,5706.332018859692,82.37709694310628,-75.37845467474415,0.43215304746494676,13.77577643374031,13.190561776990066,0,
Radio_bg_00005816,Radio,312917.94038519886,5.51091651288635,-33.924368004566574,0.8960248692696098,14.932764615753587,7.726233403593276,0,
Radio_bg_00006296,Radio,284762.8146303105,98.27858791352502,8.466330938207694,0.46946291323734074,9.88687136628223,1.8203375044777288,0,
Radio_bg_00005972,Radio,454391.54342149576,276.1841727529425,46.51157191767437,0.3965910866674311,13.107615500168869,1.6985633780869527,0,
Radio_bg_00000586,Radio,337272.5370556447,289.8777602943901,54.95721388201153,0.5950193014044081,11.405892711326715,6.528850429679812,0,
Radio_bg_00007277,Radio,40367.67369533118,164.02638798191563,57.01357964832476,0.36841184264671345,9.307846352213785,1.0842108863188125,0,
Radio_bg_00006757,Radio,170281.91756741275,74.36616291978076,2.055438799027262,0.32126510257994034,9.25312225103033,9.107194750369423,0,
Radio_bg_00004240,Radio,195611.65634687454,29.513144909716125,50.21139301042057,0.6926133334879204,15.11139467732833,16.08142545597822,0,
Radio_bg_00000575,Radio,236384.88103423064,273.268185172485,-50.747482203807216,0.5361890683374518,8.538267739282759,4.383265405689196,0,
