m1,m2,dt,dtheta,strength_ratio,label
Optical,Radio,-15.829014546296094,7.076773357219769,2.451564269875415,0
Optical,Radio,-1.75932085927343,10.217790661121935,1.1540608672311197,0
Optical,Radio,92.3220579407207,0.35269585569153566,1.2500191847341657,1
Optical,Radio,-163.34775020249072,7.527096644207332,1.8839053861913586,0
Optical,Radio,296.76094494591234,10.585933902543404,2.2989329010383543,0
Optical,Radio,-36.3465875852271,12.030062281537846,1.6617709348660517,0
Optical,Radio,-252.93404066556832,12.388443184366668,2.7605239696981667,0
Optical,Radio,22.79577543155756,0.12261460786384944,1.3803590850349812,1
Optical,Radio,-193.37864529421495,11.098194183138276,1.3879527296405325,0
Optical,Radio,-240.80359868635423,17.94524557306108,1.0529884236662752,0
Optical,Radio,298.65046867363526,0.19781035590208915,0.8674380939904943,1
Optical,Radio,199.22802131756907,10.399460051678725,2.3970270596253793,0
Optical,Radio,90.01824215604574,11.047026277659748,1.9375286181599005,0
Optical,Radio,-92.98415181855671,0.2580035557572797,1.8040936057539798,1
Optical,Radio,174.48236491510943,12.800488328681555,1.0551754471164672,0
Optical,Radio,-86.30813311424572,12.036456445058061,1.1673971945431363,0
Optical,Radio,133.53352475997235,5.968745593660628,0.9247588543310028,0
Optical,Radio,295.52940964637673,14.803653756892516,0.9745953873837098,0
Optical,Radio,2.1219691003207117,9.030490082111108,1.2689009524720865,0
Optical,Radio,-152.71102397718641,7.521569343646127,1.2555067412432237,0
Optical,Radio,190.3171635118324,5.986047669467572,1.2229564062562575,0
Optical,Radio,-186.16952689550817,5.1542332896135274,1.5393864147071101,0
Optical,Radio,30.388436137523968,14.884526229198965,1.3710051061703903,0
Optical,Radio,64.36102759558707,14.80807223295257,1.2070409928038193,0
Optical,Radio,29.06597843702184,14.07563143200088,1.3088302946458452,0
Optical,Radio,17.437945772428066,7.000120807610486,1.6321248241677153,0
Optical,Radio,141.56286334863398,18.872667449037447,1.222793811637487,0
Optical,Radio,219.94403033796698,9.302593640314504,1.6878680763491472,0
