event_id,messenger,time,ra,dec,pos_err,strength,duration,label,source_id
Neutrino_bg_00001612,Neutrino,438018.07944131386,244.97956964627605,-67.99778915190146,0.7657879600425161,10.773986216537006,0.7420215121230133,0,
Neutrino_bg_00007290,Neutrino,436417.17297827813,188.69821356939968,-49.486917763663655,0.972707489675279,8.8880127939267,3.9884383581038696,0,
Neutrino_bg_00005983,Neutrino,562227.9431498897,310.97429037171315,-38.855407610060986,2.820820878715457,8.069166169673947,6.919850276040853,0,
Neutrino_bg_00001573,Neutrino,167344.62842331993,7.335476401103138,50.75437145851129,2.0646731994374017,9.538605691284646,0.060138998018644085,0,
Neutrino_bg_00005799,Neutrino,562569.2039779455,203.32407668562394,-1.7472222912872961,0.5019976947818716,5.595368256679192,0.2654675660546554,0,
Neutrino_bg_00004602,Neutrino,582641.2634978705,144.81493164707538,-16.17385039275271,0.7646793869849116,10.9967704439543,0.527777886859453,0,
Neutrino_bg_00003724,Neutrino,238220.70452953852,282.25017708920916,46.68254874348922,2.5962314147053602,7.142482607212134,8.856068381442899,0,
Neutrino_bg_00007880,Neutrino,172380.6501263595,272.8513270960253,-16.871524768539132,0.742677575698405,9.00299180743077,1.7957751293664146,0,
Neutrino_bg_00002224,Neutrino,81495.59704372303,153.57681693898604,-52.778661333780825,2.1272546352990602,2.6430597252111907,2.1453128334040055,0,
Neutrino_bg_00004406,Neutrino,187904.6796456298,84.36541034675315,-9.598770358662449,1.6151054129070126,2.430652632648119,0.44668374090730234,0,
Neutrino_bg_00004718,Neutrino,281057.7606130123,31.68078608516391,16.618191911109207,2.0431178698499664,9.742144893756901,0.40818373330830837,0,
Neutrino_bg_00006179,Neutrino,403666.5935864564,113.66255872081923,-31.69910317312327,1.5612600892664992,12.88890026971605,6.838243070021564,0,
Neutrino_bg_00006351,Neutrino,384016.8700989362,347.61974089223105,30.077923072130737,2.1798791262613157,6.8084890563658025,4.575120968875143,0,
Neutrino_bg_00008334,Neutrino,228391.9131085757,200.22509177165267,-12.83573019928602,0.8585150778763111,9.42588117296317,1.6970265414751697,0,
Neutrino_bg_00005460,Neutrino,296543.3895654873,276.70618243157287,23.42416317887746,2.8644626453207875,6.710414143849913,10.7107623164983,0,
Neutrino_true_SRC_0001331,Neutrino,434993.7032854765,266.678157672898,-22.507908240176405,1.8601828608050655,7.575669871750387,1.0750352150734062,1,SRC_0001331
