m1,m2,dt,dtheta,strength_ratio,label
Neutrino,Radio,242.38966473028995,8.80654036233666,1.0207060252120967,0
Neutrino,Radio,47.836965238151606,0.998211137974344,0.6343143311711132,1
Neutrino,Radio,5.569335627951659,6.773319401565706,0.4653862509634076,0
Neutrino,Radio,155.0135662718676,16.402575234629545,0.3721417220384372,0
Neutrino,Radio,-125.52638028305955,19.601271120443723,0.6713103374480524,0
Neutrino,Radio,72.54319815716008,12.792280109631044,0.46608290205048586,0
Neutrino,Radio,154.41125693777576,17.130874349236233,0.7256919699120792,0
Neutrino,Radio,151.5489696880686,16.893222252318235,0.5825311806723441,0
Neutrino,Radio,103.63543238287093,8.544650095752338,0.6813868401165146,0
Neutrino,Radio,-131.16341457455565,15.906317137477865,0.6307911325352639,0
Neutrino,Radio,-202.8657547592593,19.90632211020681,0.5710919561568693,0
Neutrino,Radio,-32.9237899104628,3.91998285317539,0.5215428449268275,0
Neutrino,Radio,-157.33241850834747,11.028111421127292,0.7945644194208554,0
Neutrino,Radio,45.1828988429188,1.1641297485921889,0.6821829350585268,1
Neutrino,Radio,45.54897815117147,17.429067086874706,0.6042189151761943,0
Neutrino,Radio,-15.244358069039663,2.8696140533391716,0.6093831414512114,0
Neutrino,Radio,-44.02274890182889,19.699809211846077,0.6839167479020961,0
Neutrino,Radio,78.48675186291803,3.2887653903534124,0.8047260815246319,0
Neutrino,Radio,174.573182454973,15.186849410023756,0.5889726709293166,0
Neutrino,Radio,-217.86489579861518,14.662627625141806,0.44801834678417357,0
Neutrino,Radio,118.62593635253143,18.161904739776244,0.39118459602042654,0
Neutrino,Radio,-187.46316517610103,7.288946055896042,0.7769892568025742,0
Neutrino,Radio,-189.8947794325959,7.31880842652258,0.457916000348632,0
Neutrino,Radio,-14.21292757469746,4.479577981177002,0.5694958492977878,0
Neutrino,Radio,-208.60464321100153,16.06976831938391,0.4965696718360405,0
Neutrino,Radio,86.23876786112669,14.179342511451399,0.9184773779504628,0
Neutrino,Radio,-235.82105292420601,14.307468785801078,0.8604545913792573,0
Neutrino,Radio,208.79859876951377,7.985844045879926,0.43406747429567694,0
Neutrino,Radio,-47.1612651955802,15.777387865843995,0.692273831021102,0
Neutrino,Radio,-235.68534872110467,10.228634621753892,1.0011580163729472,0
Neutrino,Radio,201.50731259619351,16.963287663071036,0.15765379430355458,0
Neutrino,Radio,-75.47601945739007,12.955409628351635,0.9567288599078199,0
Neutrino,Radio,1.7159100169083104,0.9449410631883134,0.9039147948347069,1
Neutrino,Radio,256.1831790738506,2.2736043397409955,0.3988984553046265,0
Neutrino,Radio,-252.8654347669799,16.06801038552981,0.7602797588122999,0
Neutrino,Radio,162.36813951528165,18.605218480391173,1.3570364553703995,0
Neutrino,Radio,11.303306521032937,0.10022376361803428,0.6345865326490018,1
Neutrino,Radio,181.09195140062366,18.861624657133852,0.3490370218384896,0
Neutrino,Radio,63.55129823705647,17.800089986542645,0.8454590424247985,0
Neutrino,Radio,-33.390249976015184,9.51753216724797,0.7230813863594017,0
Neutrino,Radio,239.34365364871337,7.513858086455752,0.5670220469375558,0
Neutrino,Radio,154.32804190187017,18.915146271092485,1.0270962370899361,0
Neutrino,Radio,190.7888029923197,18.562497199454672,0.8619504811877068,0
Neutrino,Radio,-108.63331847178051,19.75198501891393,0.3275987997494242,0
Neutrino,Radio,-107.62203306623269,6.660573233946415,1.2705144848177161,0
Neutrino,Radio,-175.33245712627513,16.715504998307136,0.9633142478484948,0
Neutrino,Radio,-133.34959040864487,15.766661701321171,1.0490151374424197,0
Neutrino,Radio,137.98094297375064,14.472842643646603,0.5027058446517504,0
Neutrino,Radio,225.81966999603537,13.198929249689238,1.107479853462663,0
Neutrino,Radio,-47.43550527232583,9.38637305418723,0.452340577838876,0
Neutrino,Radio,34.659009289578535,0.7345191938233417,1.0213322460327265,1
Neutrino,Radio,-45.32257673384447,8.92099956254153,0.5630730309469839,0
Neutrino,Radio,149.21291464626847,13.462956011260724,0.7374689863508065,0
Neutrino,Radio,-55.58494853429147,17.80287391435683,0.2903031197353584,0
Neutrino,Radio,245.62741109827766,12.54515399287149,0.6283271214912906,0
Neutrino,Radio,238.99370058986824,13.891922020723442,0.7601074882457906,0
Neutrino,Radio,-151.2542272091814,8.271049571483694,0.9630762947966315,0
Neutrino,Radio,188.79269228755766,17.70552512782354,0.589491093157058,0
Neutrino,Radio,129.1366467025946,15.860067914195907,1.1156284476283722,0
Neutrino,Radio,184.23046355938277,12.501886433765389,0.5474648583107924,0
Neutrino,Radio,105.10765183932381,17.544455049376595,1.0411021726761618,0
Neutrino,Radio,-46.24627453571884,15.1069976505455,1.058384513215843,0
Neutrino,Radio,-137.34950849815505,19.80821602050581,0.9410975779465204,0
Neutrino,Radio,18.24073156545637,17.93948888949033,0.4565313858201249,0
Neutrino,Radio,79.05008761753561,3.8249608813845803,1.0805566292475566,0
Neutrino,Radio,20.21479754016036,8.35060042749045,0.6341032502721644,0
Neutrino,Radio,-194.64830376123427,13.596828938766853,0.6250355801152393,0
Neutrino,Radio,22.933779050945304,9.994263758248339,0.47221468629206664,0
Neutrino,Radio,144.2135738635552,10.005308722731385,0.5274132647928462,0
Neutrino,Radio,-110.21504064567853,18.71184156000523,0.9027828447974108,0
Neutrino,Radio,-175.4948090541875,16.993966521150117,1.107819534426954,0
Neutrino,Radio,-29.852679507399444,10.87804598580164,0.4170060268098143,0
Neutrino,Radio,-17.590495825425023,15.384990875416795,1.168455599544848,0
Neutrino,Radio,183.3706248749222,13.295521207107955,0.9154495281185756,0
Neutrino,Radio,-226.5522026460967,17.3501920816646,0.6076425683571096,0
Neutrino,Radio,100.57384424639167,12.053375220246068,0.9535036031341698,0
Neutrino,Radio,24.7402890016092,0.8316221294767152,0.36029505090434866,1
Neutrino,Radio,-289.4404184342129,4.09483829712204,0.8752444230202212,0
Neutrino,Radio,-278.072296790604,6.934232285050773,0.7089764497102299,0
Neutrino,Radio,191.33303456086287,16.60761926926882,0.9513069408028842,0
