event_id,messenger,time,ra,dec,pos_err,strength,duration,label,source_id
GW_bg_00001454,GW,202012.07287422928,44.92727711501637,-22.953349838430988,11.294527970484785,24.18307448304754,7.939373500566504,0,
GW_true_SRC_0001506,GW,350890.73485394666,351.99553181785217,0.37424825202203116,10.524584683047614,18.319666517471298,2.5204178115781515,1,SRC_0001506
GW_bg_00004452,GW,382851.2335765936,105.50899605291754,2.617749258080547,14.081784918622333,24.249038164680698,6.818882644311168,0,
GW_bg_00006558,GW,461261.4953512459,58.81520662275708,10.033993314078629,6.7995733911304805,21.78725637667054,0.2844477046556078,0,
GW_bg_00001280,GW,214654.30985257492,353.74239135771586,57.00123312433936,12.206610888649399,21.299258719994597,12.991941908862882,0,
GW_bg_00001807,GW,104482.00990803764,145.98485900074138,80.18587398955498,11.862203564054138,17.455624022898743,4.300659432812893,0,
GW_bg_00000448,GW,536704.0402564291,227.12865352769634,-0.054111873358361436,7.212384693783632,15.90532574611374,4.819279613902343,0,
GW_bg_00001315,GW,193186.48530235086,337.07110910158457,-24.85209852280891,7.8181202859184875,20.975528906000143,4.135401715062072,0,
GW_bg_00008592,GW,305783.4941426234,122.92960768381033,-61.877137070773685,3.277606972206825,21.410493370693715,12.72934651062414,0,
GW_true_SRC_0000672,GW,48510.97043687984,257.18264820589667,24.820361461385883,8.160829610828394,16.08207471258109,0.4733040351072832,1,SRC_0000672
GW_bg_00006889,GW,300587.39777423954,54.54313598018416,-14.297888270650748,15.859581912636543,21.951990021722807,2.125592749692328,0,
GW_bg_00003248,GW,302726.39672950946,285.61249247671583,54.8143996490118,4.296152671669807,20.62703391470636,2.1252659510971967,0,
GW_true_SRC_0001474,GW,197737.39363971556,300.2183890596356,-79.48393744187436,9.502947513164317,20.27347432687313,2.3361313047651424,1,SRC_0001474
GW_bg_00004531,GW,500293.4630924575,288.5149462483142,-80.7267009284683,8.522834307511607,16.458842203522405,3.788152775897756,0,
